Humidity,Max_temp,Wind_speed,city,date,latitude,longitude
88,74.21,4.14,hojai,1564246268,26.0,92.85
88,74.21,4.14,cazaje,1564246268,26.0,92.85
56,71.6,16.11,sorland,1564246268,67.67,12.69
73,52.25,7.49,lokosovo,1564246268,61.13,74.84
55,59.45,7.54,illapel,1564246269,-31.63,-71.17
69,87.01,11.41,huntington,1564246079,40.87,-73.43
83,77.0,12.75,port-gentil,1564246269,-0.72,8.78
48,89.01,4.7,saint-augustin,1564246269,45.63,-73.98
32,84.99,17.22,petershagen,1564246269,52.38,8.97
83,45.95,4.5,te anau,1564246270,-45.41,167.72
88,68.0,8.05,aberdeen,1564245971,46.98,-123.82
57,78.8,31.09,aguimes,1564246270,27.91,-15.45
77,69.8,10.29,mareeba,1564246270,-16.99,145.42
87,45.59,13.85,honningsvag,1564246270,70.98,25.97
87,45.59,13.85,honningsvag,1564246270,70.98,25.97
